Sector,CountryCode,CultureCode,CityName,Country,Population,PopulationRating,PopulationType,CityType1,CityType2,CityType3,CityType4,HVT,CrimeIndex,SafetyIndex,CityType
,,9,Riga,Latvia,630692.00,5,City,Political,Company,,,['Unknown Important Individual'],37.93,62.07,['Unknown']
,88,14,Beirut,Lebanon,2424425.00,6,Large City,Company,Industrial,Political,Resort,['Unknown Important Individual'],46.96,53.04,['Unknown']
,87,2,Monrovia,Liberia,1517235.00,6,Large City,Political,Seaport,Educational,Temple,['Unknown Important Individual'],82.27,17.73,['Unknown']
IU5,82,1,Tripoli,Libya,3072000.00,5,Large City,Temple,Industrial,Political,,['Unknown Important Individual'],64.27,35.73,['Unknown']
IU5,82,1,Misratah,Libya,881319.00,5,City,Educational,Company,Seaport,,['Unknown Important Individual'],55.56,44.44,['Unknown']
JA6,82,1,Banghazi,Libya,823974.00,5,City,Industrial,Company,,,['Unknown Important Individual'],62.39,37.61,['Unknown']
,,10,Vilnius,Lithuania,538894.00,5,City,Temple,Company,Resort,,['Unknown Important Individual'],27.59,72.41,['Unknown']
,,2,Antananarivo,Madagascar,3368585.00,6,Large City,Industrial,Company,Educational,Political,['Unknown Important Individual'],60.18,39.82,['Unknown']
JT8,,3,Lilongwe,Malawi,1121720.00,5,City,Educational,Company,Political,,['Unknown Important Individual'],50.55,49.45,['Unknown']
JT8,,3,Blantyre-Limbe,Malawi,932263.00,5,City,Temple,Resort,,,['Unknown Important Individual'],55.39,44.61,['Unknown']
,81,6,Kuala Lumpur,Malaysia,7996830.00,6,Large City,Company,Political,Educational,Temple,['Unknown Important Individual'],64.88,35.12,['Unknown']
,81,6,Johor Bahru,Malaysia,1023900.00,5,City,Resort,Temple,Company,,['Unknown Important Individual'],55.75,44.25,['Unknown']
,81,6,Ipoh,Malaysia,813553.00,5,City,Industrial,Political,,,['Unknown Important Individual'],64.35,35.65,['Unknown']
,81,6,Kuching,Malaysia,611566.00,5,City,Company,Mining,,,['Unknown Important Individual'],47.16,52.84,['Unknown']
,81,6,Kota Kinabalu,Malaysia,549586.00,5,City,Political,Company,,,['Unknown Important Individual'],54.65,45.35,['Unknown']
,81,6,Kuantan,Malaysia,502866.00,5,City,Temple,Resort,Educational,,['Unknown Important Individual'],44.12,55.88,['Unknown']
,,1,Bamako,Mali,2617686.00,6,Large City,Company,Temple,Political,,['Unknown Important Individual'],43.20,56.80,['Unknown']
,,1,Nouakchott,Mauritania,1314636.00,5,City,Resort,Industrial,,,['Unknown Important Individual'],44.93,55.07,['Unknown']
DQ6,36,8,Mexico City,Mexico,21782378.00,7,Mega City,Military,Company,Resort,Political,['Unknown Important Individual'],69.25,30.75,['Unknown']
DK4,36,8,Guadalajara,Mexico,5179479.00,6,Large City,Company,Political,Educational,Temple,['Unknown Important Individual'],62.19,37.81,['Unknown']
DQ4,36,8,Monterrey,Mexico,4874095.00,6,Large City,Resort,Educational,Industrial,,['Unknown Important Individual'],49.79,50.21,['Unknown']
DQ6,36,8,Puebla,Mexico,3194848.00,6,Large City,Company,Political,Educational,,['Unknown Important Individual'],64.99,35.01,['Unknown']
DQ6,36,8,Toluca de Lerdo,Mexico,2467241.00,6,Large City,Company,Political,Educational,,['Unknown Important Individual'],66.96,30.04,['Unknown']
CY0,36,8,Tijuana,Mexico,2140398.00,6,Large City,Political,Industrial,Resort,Military,['Unknown Important Individual'],67.94,32.06,['Unknown']
,36,8,Leon de los Aldamas,Mexico,1825080.00,6,Large City,Mining,Temple,Company,,['Unknown Important Individual'],66.83,33.17,['Unknown']
,36,8,La Laguna,Mexico,1614854.00,6,Large City,Company,Political,Educational,,['Unknown Important Individual'],39.49,60.51,['Unknown']
,36,8,Ciudad Juarez,Mexico,1519214.00,6,Large City,Temple,Mining,Company,Industrial,['Unknown Important Individual'],68.49,31.51,['Unknown']
,36,8,Queretaro,Mexico,1339103.00,5,City,Resort,Seaport,,,['Unknown Important Individual'],36.65,63.35,['Unknown']
,36,8,San Luis Potosi,Mexico,1216564.00,5,City,Company,Educational,,,['Unknown Important Individual'],57.26,42.74,['Unknown']
EC7,36,8,Merida,Mexico,1161475.00,5,City,Resort,Political,,,['Unknown Important Individual'],26.48,73.52,['Unknown']
CY0,36,8,Mexicali,Mexico,1120872.00,5,City,Industrial,Company,Temple,,['Unknown Important Individual'],59.70,40.30,['Unknown']
DQ5,36,8,Aguascalientes,Mexico,1106453.00,5,City,Resort,Mining,Company,,['Unknown Important Individual'],36.60,63.40,['Unknown']
DQ6,36,8,Cuernavaca,Mexico,1075022.00,5,City,Educational,Temple,Political,,['Unknown Important Individual'],71.02,28.98,['Unknown']
DK3,36,8,Chihuahua,Mexico,1054766.00,5,City,Company,Industrial,Military,,['Unknown Important Individual'],64.86,35.14,['Unknown']
DQ5,36,8,Tampico,Mexico,1001278.00,5,City,Company,Political,Resort,Temple,['Unknown Important Individual'],54.38,45.62,['Unknown']
DQ4,36,8,Saltillo,Mexico,983784.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],48.81,51.19,['Unknown']
DQ6,36,8,Acapulco de Juarez,Mexico,979381.00,5,City,Educational,Political,,,['Unknown Important Individual'],69.21,30.79,['Unknown']
,36,8,Morelia,Mexico,948793.00,5,City,Industrial,Company,,,['Unknown Important Individual'],54.91,45.09,['Unknown']
EI8,36,8,Cancun,Mexico,943922.00,5,City,Political,Company,Educational,,['Unknown Important Individual'],52.52,47.48,['Unknown']
DW7,36,8,Veracruz Ver,Mexico,918529.00,5,City,Educational,Industrial,Seaport,,['Unknown Important Individual'],50.34,49.66,['Unknown']
,36,8,Reynosa,Mexico,899084.00,5,City,Educational,Company,,,['Unknown Important Individual'],70.10,29.10,['Unknown']
DW7,36,8,Villahermosa,Mexico,898461.00,5,City,Company,Political,Temple,,['Unknown Important Individual'],53.78,46.22,['Unknown']
DE2,36,8,Hermosillo,Mexico,867885.00,5,City,Temple,Company,,,['Unknown Important Individual'],48.76,51.24,['Unknown']
DW7,36,8,Tuxtla Gutierrez,Mexico,847924.00,5,City,Industrial,Temple,,,['Unknown Important Individual'],52.46,47.54,['Unknown']
DK3,36,8,Culiacan,Mexico,839054.00,5,City,Resort,Company,,,['Unknown Important Individual'],52.52,47.48,['Unknown']
DW7,36,8,Xalapa,Mexico,775620.00,5,City,Company,Educational,,,['Unknown Important Individual'],66.28,33.72,['Unknown']
,36,8,Oaxaca de Juarez,Mexico,704559.00,5,City,Resort,Company,Temple,,['Unknown Important Individual'],31.11,68.89,['Unknown']
,36,8,Celaya,Mexico,680971.00,5,City,Company,Temple,,,['Unknown Important Individual'],81.69,18.31,['Unknown']
,36,8,Pachuca de Soto,Mexico,633453.00,5,City,Resort,Company,Military,,['Unknown Important Individual'],53.20,46.80,['Unknown']
,36,8,Durango,Mexico,630982.00,5,City,Temple,Seaport,Resort,,['Unknown Important Individual'],44.55,55.45,['Unknown']
,36,8,Tlaxcala,Mexico,596362.00,5,City,Company,Educational,,,['Unknown Important Individual'],54.38,45.62,['Unknown']
,36,8,Poza Rica de Hidalgo,Mexico,564578.00,5,City,Industrial,Company,,,['Unknown Important Individual'],51.64,48.36,['Unknown']
,36,8,Matamoros,Mexico,562755.00,5,City,Company,Educational,,,['Unknown Important Individual'],57.11,42.89,['Unknown']
dk4,36,8,Tepic,Mexico,545941.00,5,City,Political,Temple,Industrial,,['Unknown Important Individual'],68.83,31.17,['Unknown']
,36,8,Cuautla Morelos,Mexico,516755.00,5,City,Educational,Resort,Industrial,,['Unknown Important Individual'],52.52,47.48,['Unknown']
DK4,36,8,Puerto Vallarta,Mexico,515909.00,5,City,Temple,Military,Company,,['Unknown Important Individual'],34.13,65.87,['Unknown']
,37,6,Ulaanbaatar,Mongolia,1584358.00,6,Large City,Company,Political,Educational,Temple,['Unknown Important Individual'],55.56,44.44,['Unknown']
HW1,38,1,Casablanca,Morocco,3752357.00,6,Large City,Industrial,Resort,Political,Temple,['Unknown Important Individual'],55.17,44.83,['Unknown']
HW0,38,1,Rabat,Morocco,1884802.00,6,Large City,Educational,Resort,Company,,['Unknown Important Individual'],35.49,64.51,['Unknown']
HW0,38,1,Fes,Morocco,1224080.00,5,City,Political,Resort,,,['Unknown Important Individual'],50.98,49.02,['Unknown']
HW0,38,1,Tanger,Morocco,1197923.00,5,City,Resort,Seaport,Temple,,['Unknown Important Individual'],52.82,47.18,['Unknown']
HW1,38,1,Marrakech,Morocco,1002709.00,5,City,Company,Temple,Educational,,['Unknown Important Individual'],43.62,56.38,['Unknown']
HW1,38,1,Agadir,Morocco,923552.00,5,City,Industrial,Resort,Resort,Seaport,['Unknown Important Individual'],38.66,61.34,['Unknown']
IC1,38,1,Oujda,Morocco,558524.00,5,City,Temple,Political,,,['Unknown Important Individual'],42.50,57.50,['Unknown']
HW0,38,1,Meknes,Morocco,553755.00,5,City,Company,Resort,Mining,,['Unknown Important Individual'],67.75,32.25,['Unknown']
,39,3,Matola,Mozambique,1705886.00,6,Large City,Industrial,Company,Resort,Educational,['Unknown Important Individual'],61.32,38.68,['Unknown']
JU1,39,3,Maputo,Mozambique,1110477.00,5,City,Resort,Temple,Company,,['Unknown Important Individual'],57.58,42.42,['Unknown']
JZ9,39,3,Nampula,Mozambique,848096.00,5,City,Political,Educational,,,['Unknown Important Individual'],63.30,36.70,['Unknown']
JT9,39,3,Beira,Mozambique,569911.00,5,City,Industrial,Company,Resort,,['Unknown Important Individual'],87.25,12.75,['Unknown']
MO4,90,6,Yangon,Myanmar,5331800.00,6,Large City,Company,Industrial,Political,Educational,['Unknown Important Individual'],49.56,50.44,['Unknown']
MO3,90,6,Mandalay,Myanmar,1437554.00,5,City,Mining,Mining,Temple,,['Unknown Important Individual'],52.17,47.83,['Unknown']
MO3,90,6,Nay Pyi Taw,Myanmar,593596.00,5,City,Resort,Educational,Industrial,,['Unknown Important Individual'],49.87,50.13,['Unknown']
MC0,25,,Kathmandu,Nepal,1423515.00,5,City,Resort,Temple,,,['Unknown Important Individual'],35.75,64.25,['Unknown']
,89,9,Amsterdam,Netherlands,1148972.00,5,City,Educational,Company,,,['Unknown Important Individual'],33.68,66.32,['Unknown']
,89,9,Rotterdam,Netherlands,1010026.00,5,City,Company,Temple,Industrial,,['Unknown Important Individual'],35.87,64.13,['Unknown']
,89,9,The Hague,Netherlands,697564.00,5,City,Industrial,Temple,Educational,,['Unknown Important Individual'],25.46,74.54,['Unknown']
,89,9,Utrecht,Netherlands,544389.00,5,City,Political,Resort,,,['Unknown Important Individual'],27.76,72.24,['Unknown']
,,11,Auckland,New Zealand,1606564.00,6,Large City,Seaport,Resort,,,['Unknown Important Individual'],46.03,53.97,['Unknown']
,,8,Managua,Nicaragua,1063698.00,5,City,Company,Resort,Resort,,['Unknown Important Individual'],54.89,45.11,['Unknown']
,91,,Niamey,Niger,1291848.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Lagos,Nigeria,14368332.00,7,Mega City,,Resort,,,['Unknown Important Individual'],64.82,35.18,['Unknown']
,40,2,Kano,Nigeria,3999050.00,6,Large City,,,,,['Unknown Important Individual'],56.25,68.75,['Unknown']
,40,2,Ibadan,Nigeria,3551961.00,6,Large City,,,,,['Unknown Important Individual'],53.57,55.62,['Unknown']
,40,2,Abuja,Nigeria,3277740.00,6,Large City,Political,,,,['Unknown Important Individual'],58.98,40.43,['Unknown']
,40,2,Biu,Nigeria,246900.00,4,Small City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Port Harcourt,Nigeria,3020232.00,6,Large City,Industrial,,,,['Unknown Important Individual'],69.97,30.03,['Unknown']
,40,2,Benin,Nigeria,1727169.00,6,Large City,,,,,['Unknown Important Individual'],70.17,29.83,['Unknown']
,40,2,Onitsha,Nigeria,1414790.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Uyo,Nigeria,1135775.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Kaduna,Nigeria,1113210.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Gombe,Nigeria,550824.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Aba,Nigeria,1081466.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Nnewi,Nigeria,1050860.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Ilorin,Nigeria,949866.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Ikorodu,Nigeria,937615.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Jos,Nigeria,895288.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Owerri,Nigeria,872604.00,5,City,Resort,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Warri,Nigeria,855941.00,5,City,Industrial,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Maiduguri,Nigeria,786485.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Umuahia,Nigeria,773822.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Enugu,Nigeria,772872.00,5,City,Educational,Mining,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Zaria,Nigeria,726172.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Oshogbo,Nigeria,713677.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Lokoja,Nigeria,692050.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Akure,Nigeria,484798.00,5,City,Educational,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Sokoto,Nigeria,641249.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Bauchi,Nigeria,597679.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Calabar,Nigeria,579273.00,5,City,Resort,Seaport,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Abakaliki,Nigeria,572028.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Ogbomosho,Nigeria,551474.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Abeokuta,Nigeria,532856.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,40,2,Gombe,Nigeria,508575.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,41,6,Pyongyang,North Korea,3084244.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,41,6,Chongjin,North Korea,642447.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,41,6,Hamhung,North Korea,548992.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
IN6,,,Hell,Norway,,5,City,,,,,['Unknown Important Individual'],35.01,64.99,['Unknown']
IN6,,,,Norway,,5,City,,,,,['Unknown Important Individual'],35.01,64.99,['Unknown']
IN6,,9,Oslo,Norway,1041377.00,5,City,Company,Educational,Political,Seaport,['Unknown Important Individual'],35.01,64.99,['Unknown']
,,14,Muscat,Oman,1549729.00,6,Large City,,,,,['Unknown Important Individual'],21.07,78.93,['Unknown']
LD6,42,14,Karachi,Pakistan,16093786.00,7,Mega City,,,,,['Unknown Important Individual'],54.46,45.54,['Unknown']
LP7,42,14,Lahore,Pakistan,12642423.00,7,Mega City,,,,,['Unknown Important Individual'],39.56,60.44,['Unknown']
LP7,42,14,Faisalabad,Pakistan,3462295.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Rawalpindi,Pakistan,2236905.00,6,Large City,,,,,['Unknown Important Individual'],53.87,46.13,['Unknown']
,42,14,Gujranwala,Pakistan,2229220.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Peshawar,Pakistan,2202946.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
LJ6,42,14,Multan,Pakistan,2015091.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
LJ7,42,14,Hyderabad,Pakistan,1849829.00,6,Large City,Political,Industrial,,,['Unknown Important Individual'],43.96,56.04,['Unknown']
LP6,42,14,Islamabad,Pakistan,1129198.00,5,City,Company,,,,['Unknown Important Individual'],28.92,71.08,['Unknown']
LD5,42,14,Quetta,Pakistan,1099546.00,5,City,Political,Industrial,Military,,['Unknown Important Individual'],,,['Unknown']
LJ6,42,14,Bahawalpur,Pakistan,844673.00,5,City,Industrial,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Sialkot,Pakistan,705121.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Sargodha,Pakistan,700095.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Sukkur,Pakistan,534486.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Larkana,Pakistan,534288.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,42,14,Sheikhupura,Pakistan,517342.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,,14,Gaza,Palestine,713621.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,,8,Panama City,Panama,1860291.00,6,Large City,,,,,['Unknown Important Individual'],46.75,53.25,['Unknown']
,,12,Asuncion,Paraguay,3336562.00,6,Large City,,,,,['Unknown Important Individual'],49.00,51.00,['Unknown']
,43,12,Lima,Peru,10719188.00,7,Mega City,,,,,['Unknown Important Individual'],69.95,30.05,['Unknown']
,43,12,Arequipa,Peru,922999.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,43,12,Trujillo,Peru,864633.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,43,12,Chiclayo,Peru,637255.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Manila,Philippines,13923452.00,7,Mega City,,,,,['Unknown Important Individual'],64.39,35.61,['Unknown']
,44,6,Davao City,Philippines,1825450.00,6,Large City,,,,,['Unknown Important Individual'],27.81,72.19,['Unknown']
,44,6,Cebu City,Philippines,980070.00,5,City,,,,,['Unknown Important Individual'],51.17,48.83,['Unknown']
,44,6,Zamboanga City,Philippines,917477.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Antipolo,Philippines,881018.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Cagayan de Oro City,Philippines,753138.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Dasmarinas,Philippines,747208.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Bacoor,Philippines,686398.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,General Santos City,Philippines,652723.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Bacolod,Philippines,613437.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,San Jose del Monte,Philippines,607692.00,5,City,,,,,['Unknown Important Individual'],46.53,53.47,['Unknown']
,44,6,Basilan City,Philippines,533135.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Imus,Philippines,527779.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Calamba,Philippines,524577.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,44,6,Angeles City,Philippines,509765.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,77,,Warsaw,Poland,1783251.00,6,Large City,,,,,['Unknown Important Individual'],26.44,73.56,['Unknown']
,77,,Krakow,Poland,768731.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,77,,Lodz,Poland,676830.00,5,City,,,,,['Unknown Important Individual'],42.24,57.76,['Unknown']
,77,,Wroclaw,Poland,641401.00,5,City,,,,,['Unknown Important Individual'],27.32,72.68,['Unknown']
,77,,Poznan,Poland,531030.00,5,City,,,,,['Unknown Important Individual'],27.93,72.07,['Unknown']
,78,,Lisbon,Portugal,2956879.00,6,Large City,,,,,['Unknown Important Individual'],28.24,71.76,['Unknown']
,78,,Porto,Portugal,1312947.00,5,City,,,,,['Unknown Important Individual'],36.42,63.58,['Unknown']
,76,12,San Juan,Puerto Rico,2448417.00,6,Large City,,,,,['Unknown Important Individual'],69.00,31.00,['Unknown']
,79,14,Ar-Rayyan,Qatar,737903.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,79,14,Doha,Qatar,641380.00,5,City,,,,,['Unknown Important Individual'],12.04,87.96,['Unknown']
,75,,Brazzaville,Republic of the Congo,2388090.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,75,,Pointe-Noire,Republic of the Congo,1214281.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,80,,Bucharest,Romania,1803247.00,6,Large City,,,,,['Unknown Important Individual'],27.98,72.02,['Unknown']
JY3,45,10,Moscow,Russia,12537954.00,7,Mega City,Political,Temple,Educational,Industrial,['Unknown Important Individual'],38.77,61.23,['Unknown']
JM0,45,10,Saint Petersburg,Russia,5467808.00,6,Large City,Seaport,Educational,,,['Unknown Important Individual'],39.43,60.57,['Unknown']
MB3,45,10,Novosibirsk,Russia,1663748.00,6,Large City,Educational,Industrial,,,['Unknown Important Individual'],46.57,53.43,['Unknown']
KW7,45,10,Yekaterinburg,Russia,1503812.00,6,Large City,Industrial,Military,,,['Unknown Important Individual'],47.08,52.92,['Unknown']
,45,10,Dolgoprudny,Russia,108861.00,3,Town,Industrial,,,,['Unknown Important Individual'],no data found,no data found,['Unknown']
KK5,45,10,Kazan,Russia,1272063.00,5,City,Political,Military,Industrial,,['Unknown Important Individual'],34.39,65.61,['Unknown']
,45,10,Nizhniy Novgorod,Russia,1257754.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Chelyabinsk,Russia,1227795.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Omsk,Russia,1182339.00,5,City,Military,Mining,,,['Unknown Important Individual'],37.09,62.91,['Unknown']
,45,10,Samara,Russia,1163296.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Krasnoyarsk,Russia,1137494.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Ufa,Russia,1136291.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Rostov-on-Don,Russia,1136201.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Perm,Russia,1071419.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Voronezh,Russia,1067719.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Volgograd,Russia,1004688.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Krasnodar,Russia,957214.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Tyumen,Russia,843196.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Saratov,Russia,842680.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Tolyatti,Russia,700252.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Izhevsk,Russia,651338.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Barnaul,Russia,639783.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Irkutsk,Russia,638843.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
OK5,45,10,Khabarovsk,Russia,633151.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Murmansk,Russia,299148.00,5,City,Seaport,Political,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Ulyanovsk,Russia,624896.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Yaroslavl,Russia,612365.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
OE5,45,10,Vladivostok,Russia,609754.00,5,City,Seaport,Resort,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Makhachkala,Russia,599792.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Tomsk,Russia,595642.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Orenburg,Russia,568812.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Kemerovo,Russia,565759.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
JA0,45,10,Kaliningrad,Russia,437456.00,5,City,Seaport,,,,['Unknown Important Individual'],,,['Unknown']
KQ6,45,10,Novokuznetsk,Russia,550575.00,5,City,Seaport,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Ryazan,Russia,540317.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Astrakhan,Russia,534947.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Naberezhnye Tchelny,Russia,534726.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Penza,Russia,523092.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Balashikha,Russia,514662.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Kirov,Russia,513003.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Lipetsk,Russia,507291.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,45,10,Cheboksary,Russia,505870.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,46,2,Kigali,Rwanda,1132101.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
KF2,47,14,Riyadh,Saudi Arabia,7231447.00,6,Large City,Industrial,Political,Military,,['Unknown Important Individual'],27.11,72.89,['Unknown']
JZ2,47,14,Jiddah,Saudi Arabia,4610176.00,6,Large City,Seaport,Resort,,,['Unknown Important Individual'],29.46,70.54,['Unknown']
JZ2,47,14,Mecca,Saudi Arabia,2042106.00,6,Large City,Temple,,,,['Unknown Important Individual'],19.23,80.77,['Unknown']
JZ2,47,14,Medina,Saudi Arabia,1488782.00,5,City,,,,,['Unknown Important Individual'],9.32,89.96,['Unknown']
JZ0,47,14,Ad-Dammam,Saudi Arabia,1252523.00,5,City,Political,Seaport,,,['Unknown Important Individual'],31.32,68.15,['Unknown']
KF4,47,14,Hufuf-Mubarraz,Saudi Arabia,836727.00,5,City,,,,,['Unknown Important Individual'],23.46,68.32,['Unknown']
JZ2,47,14,Taif,Saudi Arabia,688693.00,5,City,Military,,,,['Unknown Important Individual'],12.25,87.75,['Unknown']
KF2,47,14,Buraydah,Saudi Arabia,668775.00,5,City,Political,,,,['Unknown Important Individual'],12.65,87.35,['Unknown']
JZ1,47,14,Tabuk,Saudi Arabia,657277.00,5,City,Political,Military,,,['Unknown Important Individual'],29.46,62.32,['Unknown']
JZ1,47,14,Al Jubail,Saudi Arabia,605743.00,5,City,Industrial,Seaport,,,['Unknown Important Individual'],26.21,73.23,['Unknown']
,47,14,Khamis Mushayt,Saudi Arabia,547724.00,5,City,,,,,['Unknown Important Individual'],26.46,73.23,['Unknown']
HK3,48,,Dakar,Senegal,3140442.00,6,Large City,,,,,['Unknown Important Individual'],,,['Unknown']
,49,,Belgrade,Serbia,1397939.00,5,City,,,,,['Unknown Important Individual'],38.54,61.46,['Unknown']
,50,,Freetown,Sierra Leone,1201900.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,51,,Singapore,Singapore,5935053.00,6,Large City,,,,,['Unknown Important Individual'],32.98,67.02,['Unknown']
,52,2,Mogadishu,Somalia,2282009.00,6,Large City,Seaport,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Kismayo,Somalia,166667.00,4,Small City,Seaport,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Berbera,Somalia,60753.00,2,Small Town,Seaport,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Hargeysa,Somalia,988716.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Hargeisa,Somalia,1200000.00,5,City,,,,,['Unknown Important Individual'],,,['Unknown']
,52,2,Burao,Somalia,350211.00,5,City,Political,,,,['Unknown Important Individual'],,,['Unknown']
