85,Kenya,3,3,3,3,4,2,3,3,3,2,2,1,2,2,2,1,3,1,2,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
86,Kuwait,3,3,3,3,3,3,3,3,3,2,4,4,2,2,3,4,3,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
171,Kyrgyzstan,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
121,Laos,3,3,3,3,2,3,2,3,3,2,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
122,Latvia,3,2,3,3,2,3,2,3,3,2,4,3,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
88,Lebanon,3,3,3,3,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
87,Liberia,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
82,Libya,3,3,2,3,4,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
123,Lithuania,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
124,Madagascar,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
125,Malawi,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
81,Malaysia,2,3,3,3,2,3,2,2,3,3,1,3,3,3,3,3,2,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
126,Mali,3,3,3,3,3,2,2,5,3,3,4,3,3,3,2,3,5,3,4,5,3,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
139,Mauritania,3,3,3,3,4,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
36,Mexico,2,3,3,3,3,5,3,2,3,3,2,2,3,3,5,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
158,Moldova,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
164,Monaco,3,3,3,3,3,2,2,2,3,2,2,5,2,2,2,5,2,5,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
37,Mongolia,2,3,3,3,3,2,3,2,3,2,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
166,Montenegro,3,2,3,3,3,2,3,4,3,5,3,2,5,5,2,2,4,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
38,Morocco,3,3,4,3,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
39,Mozambique,3,3,3,3,3,4,3,4,3,2,3,2,2,2,4,2,4,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
90,Myanmar,3,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,3,2,3,4,4,4,2,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
140,Namibia,3,3,3,3,2,4,3,3,2,2,3,4,2,2,4,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
127,Nepal,2,3,3,3,3,3,3,4,3,2,3,2,2,2,3,2,4,2,3,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
89,Netherlands,3,2,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
128,New Zealand,2,3,3,3,2,4,3,3,2,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
129,Nicaragua,3,3,3,3,3,3,3,2,3,4,3,3,4,4,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
91,Niger,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
40,Nigeria,3,3,3,3,2,2,2,3,3,3,2,2,3,3,2,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
41,North Korea,3,3,3,3,3,3,2,3,3,4,2,2,4,4,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
161,North Macedonia,3,2,3,3,3,3,5,1,3,3,5,5,3,3,3,5,1,5,5,1,5,1,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
162,Norway,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,3,3,4,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
131,Oman,3,3,3,3,2,1,2,3,3,2,2,2,2,2,1,2,3,2,2,3,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
42,Pakistan,2,3,2,3,2,4,2,2,2,3,2,2,3,3,4,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
132,Palestine,3,3,2,3,2,3,2,3,3,3,2,2,3,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
133,Panama,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
150,Papua New Guinea,3,3,3,3,3,3,4,3,3,1,4,4,1,1,3,4,3,4,4,3,4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
134,Paraguay,3,3,3,3,2,2,2,3,3,4,2,2,4,4,2,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
43,Peru,3,3,3,3,2,3,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
44,Philippines,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
